#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    20:57:27       1    425      4      0 
 20250825    20:57:27       2    425      4      0 
 20250825    20:57:27       3    425      4      0 
 20250825    20:57:32       0      4      2      0 
 20250825    20:57:32       1    425      4      0 
 20250825    20:57:32       2    425      4      0 
 20250825    20:57:32       3    425      4      0 
 20250825    20:57:37       0      4      2      0 
 20250825    20:57:37       1    425      4      0 
 20250825    20:57:37       2    425      4      0 
 20250825    20:57:37       3    425      4      0 
 20250825    20:57:42       0      4      2      0 
 20250825    20:57:42       1    425      4      0 
 20250825    20:57:42       2    425      4      0 
 20250825    20:57:42       3    425      4      0 
 20250825    20:57:47       0      4      2      0 
 20250825    20:57:47       1    425      4      0 
 20250825    20:57:47       2    425      4      0 
 20250825    20:57:47       3    425      4      0 
 20250825    20:57:52       0      4      2      0 
 20250825    20:57:52       1    425      4      0 
 20250825    20:57:52       2    425      4      0 
 20250825    20:57:52       3    425      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    20:57:57       0      4      2      0 
 20250825    20:57:57       1    425      4      0 
 20250825    20:57:57       2    425      4      0 
 20250825    20:57:57       3    425      4      0 
 20250825    20:58:02       0      4      2      0 
 20250825    20:58:02       1    425      4      0 
 20250825    20:58:02       2    425      4      0 
 20250825    20:58:02       3    425      4      0 
 20250825    20:58:07       0      4      2      0 
 20250825    20:58:07       1    425      4      0 
 20250825    20:58:07       2    425      4      0 
 20250825    20:58:07       3    425      4      0 
 20250825    20:58:12       0      4      2      0 
 20250825    20:58:12       1    425      4      0 
 20250825    20:58:12       2    425      4      0 
 20250825    20:58:12       3    425      4      0 
 20250825    20:58:17       0      4      2      0 
 20250825    20:58:17       1    425      4      0 
 20250825    20:58:17       2    425      4      0 
 20250825    20:58:17       3    425      4      0 
 20250825    20:58:22       0      4      2      0 
 20250825    20:58:22       1    425      4      0 
 20250825    20:58:22       2    425      4      0 
 20250825    20:58:22       3    425      4      0 
 20250825    20:58:27       0      4      2      0 
 20250825    20:58:27       1    425      4      0 
 20250825    20:58:27       2    425      4      0 
 20250825    20:58:27       3    425      4      0 
 20250825    20:58:32       0      4      2      0 
 20250825    20:58:32       1    425      4      0 
 20250825    20:58:32       2    425      4      0 
 20250825    20:58:32       3    425      4      0 
 20250825    20:58:37       0      4      2      0 
 20250825    20:58:37       1    425      4      0 
 20250825    20:58:37       2    425      4      0 
 20250825    20:58:37       3    425      4      0 
 20250825    20:58:42       0      4      2      0 
 20250825    20:58:42       1    425      4      0 
 20250825    20:58:42       2    425      4      0 
 20250825    20:58:42       3    425      4      0 
 20250825    20:58:47       0      4      2      0 
 20250825    20:58:47       1    425      4      0 
 20250825    20:58:47       2    425      4      0 
 20250825    20:58:47       3    425      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    20:58:52       0      4      2      0 
 20250825    20:58:52       1    425      4      0 
 20250825    20:58:52       2    425      4      0 
 20250825    20:58:52       3    425      4      0 
 20250825    20:58:57       0      4      2      0 
 20250825    20:58:57       1    425      4      0 
 20250825    20:58:57       2    425      4      0 
 20250825    20:58:57       3    425      4      0 
 20250825    20:59:02       0      4      2      0 
 20250825    20:59:02       1    425      4      0 
 20250825    20:59:02       2    425      4      0 
 20250825    20:59:02       3    425      4      0 
 20250825    20:59:07       0      4      2      0 
 20250825    20:59:07       1    425      4      0 
 20250825    20:59:07       2    425      4      0 
 20250825    20:59:07       3    425      4      0 
 20250825    20:59:12       0      4      2      0 
 20250825    20:59:12       1    425      4      0 
 20250825    20:59:12       2    425      4      0 
 20250825    20:59:12       3    425      4      0 
 20250825    20:59:17       0      4      2      0 
 20250825    20:59:17       1    425      4      0 
 20250825    20:59:17       2    425      4      0 
 20250825    20:59:17       3    425      4      0 
 20250825    20:59:22       0      4      2      0 
 20250825    20:59:22       1    425      4      0 
 20250825    20:59:22       2    425      4      0 
 20250825    20:59:22       3    425      4      0 
 20250825    20:59:27       0      4      2      0 
 20250825    20:59:27       1    425      4      0 
 20250825    20:59:27       2    425      4      0 
 20250825    20:59:27       3    425      4      0 
 20250825    20:59:32       0      4      2      0 
 20250825    20:59:32       1    425      4      0 
 20250825    20:59:32       2    425      4      0 
 20250825    20:59:32       3    425      4      0 
 20250825    20:59:37       0      4      2      0 
 20250825    20:59:37       1    425      4      0 
 20250825    20:59:37       2    425      4      0 
 20250825    20:59:37       3    425      4      0 
 20250825    20:59:42       0      4      2      0 
 20250825    20:59:42       1    425      4      0 
 20250825    20:59:42       2    425      4      0 
 20250825    20:59:42       3    425      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    20:59:47       0      4      2      0 
 20250825    20:59:47       1    425      4      0 
 20250825    20:59:47       2    425      4      0 
 20250825    20:59:47       3    425      4      0 
 20250825    20:59:52       0      4      2      0 
 20250825    20:59:52       1    425      4      0 
 20250825    20:59:52       2    425      4      0 
 20250825    20:59:52       3    425      4      0 
 20250825    20:59:57       0      4      2      0 
 20250825    20:59:57       1    425      4      0 
 20250825    20:59:57       2    425      4      0 
 20250825    20:59:57       3    425      4      0 
 20250825    21:00:02       0      4      2      0 
 20250825    21:00:02       1    425      4      0 
 20250825    21:00:02       2    425      4      0 
 20250825    21:00:02       3    425      4      0 
 20250825    21:00:07       0      4      2      0 
 20250825    21:00:07       1    425      4      0 
 20250825    21:00:07       2    425      4      0 
 20250825    21:00:07       3    425      4      0 
 20250825    21:00:12       0      4      2      0 
 20250825    21:00:12       1    425      4      0 
 20250825    21:00:12       2    425      4      0 
 20250825    21:00:12       3    425      4      0 
 20250825    21:00:17       0      4      2      0 
 20250825    21:00:17       1    425      4      0 
 20250825    21:00:17       2    425      4      0 
 20250825    21:00:17       3    425      4      0 
 20250825    21:00:22       0      4      2      0 
 20250825    21:00:22       1    425      4      0 
 20250825    21:00:22       2    425      4      0 
 20250825    21:00:22       3    425      4      0 
 20250825    21:00:27       0      4      2      0 
 20250825    21:00:27       1    425      4      0 
 20250825    21:00:27       2    425      4      0 
 20250825    21:00:27       3    425      4      0 
 20250825    21:00:32       0      4      2      0 
 20250825    21:00:32       1    425      4      0 
 20250825    21:00:32       2    425      4      0 
 20250825    21:00:32       3    425      4      0 
 20250825    21:00:37       0      4      2      0 
 20250825    21:00:37       1    425      4      0 
 20250825    21:00:37       2    425      4      0 
 20250825    21:00:37       3    425      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:00:42       0      4      2      0 
 20250825    21:00:42       1    425      4      0 
 20250825    21:00:42       2    425      4      0 
 20250825    21:00:42       3    425      4      0 
 20250825    21:00:47       0      4      2      0 
 20250825    21:00:47       1    425      4      0 
 20250825    21:00:47       2    425      4      0 
 20250825    21:00:47       3    425      4      0 
 20250825    21:00:52       0      4      2      0 
 20250825    21:00:52       1    425      4      0 
 20250825    21:00:52       2    425      4      0 
 20250825    21:00:52       3    425      4      0 
 20250825    21:00:57       0      4      2      0 
 20250825    21:00:57       1    425      4      0 
 20250825    21:00:57       2    425      4      0 
 20250825    21:00:57       3    425      4      0 
 20250825    21:01:02       0      4      2      0 
 20250825    21:01:02       1    425      4      0 
 20250825    21:01:02       2    425      4      0 
 20250825    21:01:02       3    425      4      0 
 20250825    21:01:07       0      4      2      0 
 20250825    21:01:07       1    425      4      0 
 20250825    21:01:07       2    425      4      0 
 20250825    21:01:07       3    425      4      0 
 20250825    21:01:12       0      4      2      0 
 20250825    21:01:12       1    425      4      0 
 20250825    21:01:12       2    425      4      0 
 20250825    21:01:12       3    425      4      0 
 20250825    21:01:17       0      4      2      0 
 20250825    21:01:17       1    425      4      0 
 20250825    21:01:17       2    425      4      0 
 20250825    21:01:17       3    425      4      0 
 20250825    21:01:22       0      4      2      0 
 20250825    21:01:22       1    425      4      0 
 20250825    21:01:22       2    425      4      0 
 20250825    21:01:22       3    425      4      0 
 20250825    21:01:27       0      4      2      0 
 20250825    21:01:27       1    425      4      0 
 20250825    21:01:27       2    425      4      0 
 20250825    21:01:27       3    425      4      0 
 20250825    21:01:32       0      4      2      0 
 20250825    21:01:32       1    425      4      0 
 20250825    21:01:32       2    425      4      0 
 20250825    21:01:32       3    425      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:01:37       0      4      2      0 
 20250825    21:01:37       1    425      4      0 
 20250825    21:01:37       2    425      4      0 
 20250825    21:01:37       3    425      4      0 
 20250825    21:01:42       0      4      2      0 
 20250825    21:01:42       1    425      4      0 
 20250825    21:01:42       2    425      4      0 
 20250825    21:01:42       3    425      4      0 
 20250825    21:01:47       0      4      2      0 
 20250825    21:01:47       1    425      4      0 
 20250825    21:01:47       2    425      4      0 
 20250825    21:01:47       3    425      4      0 
 20250825    21:01:52       0      4      2      0 
 20250825    21:01:52       1    425      4      0 
 20250825    21:01:52       2    425      4      0 
 20250825    21:01:52       3    425      4      0 
 20250825    21:01:57       0      4      2      0 
 20250825    21:01:57       1    425      4      0 
 20250825    21:01:57       2    425      4      0 
 20250825    21:01:57       3    425      4      0 
 20250825    21:02:02       0      4      2      0 
 20250825    21:02:02       1    425      4      0 
 20250825    21:02:02       2    425      4      0 
 20250825    21:02:02       3    425      4      0 
 20250825    21:02:07       0      4      2      0 
 20250825    21:02:07       1    425      4      0 
 20250825    21:02:07       2    425      4      0 
 20250825    21:02:07       3    425      4      0 
 20250825    21:02:12       0      4      2      0 
 20250825    21:02:12       1    425      4      0 
 20250825    21:02:12       2    425      4      0 
 20250825    21:02:12       3    425      4      0 
 20250825    21:02:17       0      4      2      0 
 20250825    21:02:17       1    425      4      0 
 20250825    21:02:17       2    425      4      0 
 20250825    21:02:17       3    425      4      0 
 20250825    21:02:22       0      4      2      0 
 20250825    21:02:22       1    425      4      0 
 20250825    21:02:22       2    425      4      0 
 20250825    21:02:22       3    425      4      0 
 20250825    21:02:27       0      4      2      0 
 20250825    21:02:27       1    425      4      0 
 20250825    21:02:27       2    425      4      0 
 20250825    21:02:27       3    425      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:02:32       0      4      2      0 
 20250825    21:02:32       1    425      4      0 
 20250825    21:02:32       2    425      4      0 
 20250825    21:02:32       3    425      4      0 
 20250825    21:02:37       0      4      2      0 
 20250825    21:02:37       1    425      4      0 
 20250825    21:02:37       2    425      4      0 
 20250825    21:02:37       3    425      4      0 
 20250825    21:02:42       0      4      2      0 
 20250825    21:02:42       1    425      4      0 
 20250825    21:02:42       2    425      4      0 
 20250825    21:02:42       3    425      4      0 
 20250825    21:02:47       0      4      2      0 
 20250825    21:02:47       1    425      4      0 
 20250825    21:02:47       2    425      4      0 
 20250825    21:02:47       3    425      4      0 
 20250825    21:02:52       0      4      2      0 
 20250825    21:02:52       1    425      4      0 
 20250825    21:02:52       2    425      4      0 
 20250825    21:02:52       3    425      4      0 
 20250825    21:02:57       0      4      2      0 
 20250825    21:02:57       1    425      4      0 
 20250825    21:02:57       2    425      4      0 
 20250825    21:02:57       3    425      4      0 
 20250825    21:03:02       0      4      2      0 
 20250825    21:03:02       1    425      4      0 
 20250825    21:03:02       2    425      4      0 
 20250825    21:03:02       3    425      4      0 
 20250825    21:03:07       0      4      2      0 
 20250825    21:03:07       1    425      4      0 
 20250825    21:03:07       2    425      4      0 
 20250825    21:03:07       3    425      4      0 
 20250825    21:03:12       0      4      2      0 
 20250825    21:03:12       1    425      4      0 
 20250825    21:03:12       2    425      4      0 
 20250825    21:03:12       3    425      4      0 
 20250825    21:03:17       0      4      2      0 
 20250825    21:03:17       1    425      4      0 
 20250825    21:03:17       2    425      4      0 
 20250825    21:03:17       3    425      4      0 
 20250825    21:03:22       0      4      2      0 
 20250825    21:03:22       1    425      4      0 
 20250825    21:03:22       2    425      4      0 
 20250825    21:03:22       3    425      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:03:27       0      4      2      0 
 20250825    21:03:27       1    425      4      0 
 20250825    21:03:27       2    425      4      0 
 20250825    21:03:27       3    503      4      0 
 20250825    21:03:32       0      4      2      0 
 20250825    21:03:32       1    425      4      0 
 20250825    21:03:32       2    425      4      0 
 20250825    21:03:32       3    503      4      0 
 20250825    21:03:37       0      4      2      0 
 20250825    21:03:37       1    503      4      0 
 20250825    21:03:37       2    425      4      0 
 20250825    21:03:37       3    503      4      0 
 20250825    21:03:42       0      4      2      0 
 20250825    21:03:42       1    503      4      0 
 20250825    21:03:42       2    425      4      0 
 20250825    21:03:42       3    503      4      0 
 20250825    21:03:47       0      4      2      0 
 20250825    21:03:47       1    503      4      0 
 20250825    21:03:47       2    425      4      0 
 20250825    21:03:47       3    503      4      0 
 20250825    21:03:52       0      4      2      0 
 20250825    21:03:52       1    503      4      0 
 20250825    21:03:52       2    425      4      0 
 20250825    21:03:52       3    503      4      0 
 20250825    21:03:57       0   1637      4      0 
 20250825    21:03:57       1   1709      4      0 
 20250825    21:03:57       2   1709      4      0 
 20250825    21:03:57       3   1637      4      0 
 20250825    21:04:02       0   1637      4      0 
 20250825    21:04:02       1   1709      4      0 
 20250825    21:04:02       2   1709      4      0 
 20250825    21:04:02       3   1637      4      0 
 20250825    21:04:07       0   1637      4      0 
 20250825    21:04:07       1   1709      4      0 
 20250825    21:04:07       2   1709      4      0 
 20250825    21:04:07       3   1637      4      0 
 20250825    21:04:12       0   1637      4      0 
 20250825    21:04:12       1   1709      4      0 
 20250825    21:04:12       2   1709      4      0 
 20250825    21:04:12       3   1637      4      0 
 20250825    21:04:17       0   1637      4      0 
 20250825    21:04:17       1   1709      4      0 
 20250825    21:04:17       2   1709      4      0 
 20250825    21:04:17       3   1637      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:04:22       0   1637      4      0 
 20250825    21:04:22       1  18159      4      0 
 20250825    21:04:22       2   1709      4      0 
 20250825    21:04:22       3   1637      4      0 
 20250825    21:04:27       0   1643      4      0 
 20250825    21:04:27       1  18171      4      0 
 20250825    21:04:27       2   1717      4      0 
 20250825    21:04:27       3   1641      4      0 
 20250825    21:04:32       0  18099      4      0 
 20250825    21:04:32       1  18171      4      0 
 20250825    21:04:32       2  18175      4      0 
 20250825    21:04:32       3   2657      4      0 
 20250825    21:04:37       0  18099      4      0 
 20250825    21:04:37       1  18171      4      0 
 20250825    21:04:37       2  18175      4      0 
 20250825    21:04:37       3  18101      4      0 
 20250825    21:04:42       0  18099      4      0 
 20250825    21:04:42       1  18171      4      0 
 20250825    21:04:42       2  18175      4      0 
 20250825    21:04:42       3  18101      4      0 
 20250825    21:04:47       0  18099      4      0 
 20250825    21:04:47       1  18171      4      0 
 20250825    21:04:47       2  18175      4      0 
 20250825    21:04:47       3  18101      4      0 
 20250825    21:04:52       0  18099      4      0 
 20250825    21:04:52       1  18171      4      0 
 20250825    21:04:52       2  18175      4      0 
 20250825    21:04:52       3  18101      4      0 
 20250825    21:04:57       0  18099      4      0 
 20250825    21:04:57       1  18171      4      0 
 20250825    21:04:57       2  18175      4      0 
 20250825    21:04:57       3  18101      4      0 
 20250825    21:05:02       0  18099      4      0 
 20250825    21:05:02       1  18171      4      0 
 20250825    21:05:02       2  18175      4      0 
 20250825    21:05:02       3  18101      4      0 
 20250825    21:05:07       0  18099      4      0 
 20250825    21:05:07       1  18171      4      0 
 20250825    21:05:07       2  18175      4      0 
 20250825    21:05:07       3  18101      4      0 
 20250825    21:05:12       0  18099      4      0 
 20250825    21:05:12       1  18171      4      0 
 20250825    21:05:12       2  18175      4      0 
 20250825    21:05:12       3  18101      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:05:17       0  18099      4      0 
 20250825    21:05:17       1  18171      4      0 
 20250825    21:05:17       2  18175      4      0 
 20250825    21:05:17       3  18101      4      0 
 20250825    21:05:22       0  18099      4      0 
 20250825    21:05:22       1  18171      4      0 
 20250825    21:05:22       2  18175      4      0 
 20250825    21:05:22       3  18101      4      0 
 20250825    21:05:27       0  18099      4      0 
 20250825    21:05:27       1  18171      4      0 
 20250825    21:05:27       2  18175      4      0 
 20250825    21:05:27       3  18101      4      0 
 20250825    21:05:32       0  18099      4      0 
 20250825    21:05:32       1  18171      4      0 
 20250825    21:05:32       2  18175      4      0 
 20250825    21:05:32       3  18101      4      0 
 20250825    21:05:37       0  18099      4      0 
 20250825    21:05:37       1  18171      4      0 
 20250825    21:05:37       2  18175      4      0 
 20250825    21:05:37       3  18101      4      0 
 20250825    21:05:42       0  18101      4      0 
 20250825    21:05:42       1  18171      4      0 
 20250825    21:05:42       2  18175      4      0 
 20250825    21:05:42       3  18101      4      0 
 20250825    21:05:47       0  18101      4      0 
 20250825    21:05:47       1  18171      4      0 
 20250825    21:05:47       2  18175      4      0 
 20250825    21:05:47       3  18101      4      0 
 20250825    21:05:52       0  18101      4      0 
 20250825    21:05:52       1  18171      4      0 
 20250825    21:05:52       2  18175      4      0 
 20250825    21:05:52       3  18101      4      0 
 20250825    21:05:57       0  18101      4      0 
 20250825    21:05:57       1  18171      4      0 
 20250825    21:05:57       2  18175      4      0 
 20250825    21:05:57       3  18101      4      0 
 20250825    21:06:02       0  18101      4      0 
 20250825    21:06:02       1  18171      4      0 
 20250825    21:06:02       2  18175      4      0 
 20250825    21:06:02       3  18101      4      0 
 20250825    21:06:07       0  18101      4      0 
 20250825    21:06:07       1  18171      4      0 
 20250825    21:06:07       2  18175      4      0 
 20250825    21:06:07       3  18101      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:06:12       0  18101      4      0 
 20250825    21:06:12       1  18171      4      0 
 20250825    21:06:12       2  18175      4      0 
 20250825    21:06:12       3  18101      4      0 
 20250825    21:06:17       0  18101      4      0 
 20250825    21:06:17       1  18171      4      0 
 20250825    21:06:17       2  18175      4      0 
 20250825    21:06:17       3  18101      4      0 
 20250825    21:06:22       0  18101      4      0 
 20250825    21:06:22       1  18171      4      0 
 20250825    21:06:22       2  18175      4      0 
 20250825    21:06:22       3  18101      4      0 
 20250825    21:06:27       0  18101      4      0 
 20250825    21:06:27       1  18171      4      0 
 20250825    21:06:27       2  18175      4      0 
 20250825    21:06:27       3  18101      4      0 
 20250825    21:06:32       0  18103      4      0 
 20250825    21:06:32       1  18171      4      0 
 20250825    21:06:32       2  18175      4      0 
 20250825    21:06:32       3  18101      4      0 
 20250825    21:06:37       0  18103      4      0 
 20250825    21:06:37       1  18171      4      0 
 20250825    21:06:37       2  18175      4      0 
 20250825    21:06:37       3  18101      4      0 
 20250825    21:06:42       0  18103      4      0 
 20250825    21:06:42       1  18171      4      0 
 20250825    21:06:42       2  18175      4      0 
 20250825    21:06:42       3  18101      4      0 
 20250825    21:06:47       0  18103      4      0 
 20250825    21:06:47       1  18171      4      0 
 20250825    21:06:47       2  18175      4      0 
 20250825    21:06:47       3  18101      4      0 
 20250825    21:06:52       0  18103      4      0 
 20250825    21:06:52       1  18171      4      0 
 20250825    21:06:52       2  18175      4      0 
 20250825    21:06:52       3  18101      4      0 
 20250825    21:06:57       0  18103      4      0 
 20250825    21:06:57       1  18171      4      0 
 20250825    21:06:57       2  18175      4      0 
 20250825    21:06:57       3  18101      4      0 
 20250825    21:07:02       0  18103      4      0 
 20250825    21:07:02       1  18171      4      0 
 20250825    21:07:02       2  18175      4      0 
 20250825    21:07:02       3  18101      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:07:07       0  18103      4      0 
 20250825    21:07:07       1  18171      4      0 
 20250825    21:07:07       2  18175      4      0 
 20250825    21:07:07       3  18101      4      0 
 20250825    21:07:12       0  18103      4      0 
 20250825    21:07:12       1  18171      4      0 
 20250825    21:07:12       2  18175      4      0 
 20250825    21:07:12       3  18101      4      0 
 20250825    21:07:17       0  18103      4      0 
 20250825    21:07:17       1  18171      4      0 
 20250825    21:07:17       2  18175      4      0 
 20250825    21:07:17       3  18101      4      0 
 20250825    21:07:22       0  18103      4      0 
 20250825    21:07:22       1  18171      4      0 
 20250825    21:07:22       2  18175      4      0 
 20250825    21:07:22       3  18101      4      0 
 20250825    21:07:27       0  18103      4      0 
 20250825    21:07:27       1  18171      4      0 
 20250825    21:07:27       2  18175      4      0 
 20250825    21:07:27       3  18101      4      0 
 20250825    21:07:32       0  18103      4      0 
 20250825    21:07:32       1  18171      4      0 
 20250825    21:07:32       2  18175      4      0 
 20250825    21:07:32       3  18101      4      0 
 20250825    21:07:37       0  18103      4      0 
 20250825    21:07:37       1  18171      4      0 
 20250825    21:07:37       2  18175      4      0 
 20250825    21:07:37       3  18101      4      0 
 20250825    21:07:42       0  18103      4      0 
 20250825    21:07:42       1  18171      4      0 
 20250825    21:07:42       2  18175      4      0 
 20250825    21:07:42       3  18101      4      0 
 20250825    21:07:47       0  18103      4      0 
 20250825    21:07:47       1  18171      4      0 
 20250825    21:07:47       2  18175      4      0 
 20250825    21:07:47       3  18101      4      0 
 20250825    21:07:52       0  18103      4      0 
 20250825    21:07:52       1  18171      4      0 
 20250825    21:07:52       2  18175      4      0 
 20250825    21:07:52       3  18101      4      0 
 20250825    21:07:57       0  18103      4      0 
 20250825    21:07:57       1  18171      4      0 
 20250825    21:07:57       2  18175      4      0 
 20250825    21:07:57       3  18101      4      0 
#Date        Time         gpu     fb   bar1   ccpm 
#YYYYMMDD    HH:MM:SS     Idx     MB     MB     MB 
 20250825    21:08:02       0  18103      4      0 
 20250825    21:08:02       1  18171      4      0 
 20250825    21:08:02       2  18175      4      0 
 20250825    21:08:02       3  18101      4      0 
 20250825    21:08:07       0  18103      4      0 
 20250825    21:08:07       1  18171      4      0 
 20250825    21:08:07       2  18175      4      0 
 20250825    21:08:07       3  18101      4      0 
 20250825    21:08:12       0  18103      4      0 
 20250825    21:08:12       1  18171      4      0 
 20250825    21:08:12       2  18175      4      0 
 20250825    21:08:12       3  18101      4      0 
 20250825    21:08:17       0  18103      4      0 
 20250825    21:08:17       1  18173      4      0 
 20250825    21:08:17       2  18175      4      0 
 20250825    21:08:17       3  18101      4      0 
 20250825    21:08:22       0  18103      4      0 
 20250825    21:08:22       1  18173      4      0 
 20250825    21:08:22       2  18175      4      0 
 20250825    21:08:22       3  18101      4      0 
 20250825    21:08:27       0  18103      4      0 
 20250825    21:08:27       1  18173      4      0 
 20250825    21:08:27       2  18175      4      0 
 20250825    21:08:27       3  18101      4      0 
 20250825    21:08:32       0  18103      4      0 
 20250825    21:08:32       1  18173      4      0 
 20250825    21:08:32       2  18175      4      0 
